dataset,match_mode,path_suffix_parts,match_token,local_split,local_path,local_identity,local_image_id,local_source_csv,megadescriptor_train_path,megadescriptor_train_identity,megadescriptor_train_image_id,megadescriptor_source_csv
atrw,suffix,4,atrw/atrw_detection_test/test/4098_236c774042f3042c.jpg,test,images/ATRW/atrw_detection_test/test/4098_236c774042f3042c.jpg,ATRW_225,3616,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4098_236c774042f3042c.jpg,ATRW_225,236c774042f3042c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4138_38be24d4a2fc366c.jpg,test,images/ATRW/atrw_detection_test/test/4138_38be24d4a2fc366c.jpg,ATRW_262,4097,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4138_38be24d4a2fc366c.jpg,ATRW_262,38be24d4a2fc366c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4142_410722e42d11282e.jpg,test,images/ATRW/atrw_detection_test/test/4142_410722e42d11282e.jpg,ATRW_73,4258,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4142_410722e42d11282e.jpg,ATRW_73,410722e42d11282e,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4178_d73cb370535ac707.jpg,test,images/ATRW/atrw_detection_test/test/4178_d73cb370535ac707.jpg,ATRW_15,7385,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4178_d73cb370535ac707.jpg,ATRW_15,d73cb370535ac707,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4226_8e0cf13c3f3a1b77.jpg,test,images/ATRW/atrw_detection_test/test/4226_8e0cf13c3f3a1b77.jpg,ATRW_46,5861,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4226_8e0cf13c3f3a1b77.jpg,ATRW_46,8e0cf13c3f3a1b77,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4246_dd64caf159d36746.jpg,test,images/ATRW/atrw_detection_test/test/4246_dd64caf159d36746.jpg,ATRW_121,7529,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4246_dd64caf159d36746.jpg,ATRW_121,dd64caf159d36746,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4249_2994d53d691976ed.jpg,test,images/ATRW/atrw_detection_test/test/4249_2994d53d691976ed.jpg,ATRW_4,3752,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4249_2994d53d691976ed.jpg,ATRW_4,2994d53d691976ed,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4257_9db5800cc86c3a5c.jpg,test,images/ATRW/atrw_detection_test/test/4257_9db5800cc86c3a5c.jpg,ATRW_73,6190,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4257_9db5800cc86c3a5c.jpg,ATRW_73,9db5800cc86c3a5c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4257_d2bec1efb4d5b6a2.jpg,test,images/ATRW/atrw_detection_test/test/4257_d2bec1efb4d5b6a2.jpg,ATRW_75,7272,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4257_d2bec1efb4d5b6a2.jpg,ATRW_75,d2bec1efb4d5b6a2,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4316_3f3c78ec17687217.jpg,test,images/ATRW/atrw_detection_test/test/4316_3f3c78ec17687217.jpg,ATRW_262,4226,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4316_3f3c78ec17687217.jpg,ATRW_262,3f3c78ec17687217,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4326_ebd065605fc4f097.jpg,test,images/ATRW/atrw_detection_test/test/4326_ebd065605fc4f097.jpg,ATRW_157,7832,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4326_ebd065605fc4f097.jpg,ATRW_157,ebd065605fc4f097,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4327_4d8fc094db62ba60.jpg,test,images/ATRW/atrw_detection_test/test/4327_4d8fc094db62ba60.jpg,ATRW_270,4507,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4327_4d8fc094db62ba60.jpg,ATRW_270,4d8fc094db62ba60,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4342_163d9f6d8b7c6092.jpg,test,images/ATRW/atrw_detection_test/test/4342_163d9f6d8b7c6092.jpg,ATRW_258,3342,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4342_163d9f6d8b7c6092.jpg,ATRW_258,163d9f6d8b7c6092,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4344_c00a75d134760e1f.jpg,test,images/ATRW/atrw_detection_test/test/4344_c00a75d134760e1f.jpg,ATRW_270,6883,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4344_c00a75d134760e1f.jpg,ATRW_270,c00a75d134760e1f,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4378_4e7b7338bc094fcf.jpg,test,images/ATRW/atrw_detection_test/test/4378_4e7b7338bc094fcf.jpg,ATRW_262,4528,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4378_4e7b7338bc094fcf.jpg,ATRW_262,4e7b7338bc094fcf,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/4404_612e27c5d28f5636.jpg,test,images/ATRW/atrw_detection_test/test/4404_612e27c5d28f5636.jpg,ATRW_162,4910,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/4404_612e27c5d28f5636.jpg,ATRW_162,612e27c5d28f5636,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000006_1679091c5a880faf.jpg,test,images/ATRW/atrw_reid_test/test/000006_1679091c5a880faf.jpg,ATRW_73,3350,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000006_1679091c5a880faf.jpg,ATRW_73,1679091c5a880faf,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000010_d3d9446802a44259.jpg,test,images/ATRW/atrw_reid_test/test/000010_d3d9446802a44259.jpg,ATRW_162,7302,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000010_d3d9446802a44259.jpg,ATRW_162,d3d9446802a44259,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000013_c51ce410c124a10e.jpg,test,images/ATRW/atrw_reid_test/test/000013_c51ce410c124a10e.jpg,ATRW_270,6982,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000013_c51ce410c124a10e.jpg,ATRW_270,c51ce410c124a10e,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000027_02e74f10e0327ad8.jpg,test,images/ATRW/atrw_reid_test/test/000027_02e74f10e0327ad8.jpg,ATRW_118,2914,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000027_02e74f10e0327ad8.jpg,ATRW_118,02e74f10e0327ad8,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000038_a5771bce93e200c3.jpg,test,images/ATRW/atrw_reid_test/test/000038_a5771bce93e200c3.jpg,ATRW_186,6367,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000038_a5771bce93e200c3.jpg,ATRW_186,a5771bce93e200c3,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000059_093f65e080a295f8.jpg,test,images/ATRW/atrw_reid_test/test/000059_093f65e080a295f8.jpg,ATRW_99,3053,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000059_093f65e080a295f8.jpg,ATRW_99,093f65e080a295f8,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000065_fc490ca45c00b124.jpg,test,images/ATRW/atrw_reid_test/test/000065_fc490ca45c00b124.jpg,ATRW_144,8200,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000065_fc490ca45c00b124.jpg,ATRW_144,fc490ca45c00b124,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000074_ad61ab143223efbc.jpg,test,images/ATRW/atrw_reid_test/test/000074_ad61ab143223efbc.jpg,ATRW_73,6542,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000074_ad61ab143223efbc.jpg,ATRW_73,ad61ab143223efbc,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000106_f0935e4cd5920aa6.jpg,test,images/ATRW/atrw_reid_test/test/000106_f0935e4cd5920aa6.jpg,ATRW_270,7939,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000106_f0935e4cd5920aa6.jpg,ATRW_270,f0935e4cd5920aa6,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000110_5f93f983524def3d.jpg,test,images/ATRW/atrw_reid_test/test/000110_5f93f983524def3d.jpg,ATRW_270,4883,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000110_5f93f983524def3d.jpg,ATRW_270,5f93f983524def3d,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000124_c8ffe9a587b126f1.jpg,test,images/ATRW/atrw_reid_test/test/000124_c8ffe9a587b126f1.jpg,ATRW_10,7066,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000124_c8ffe9a587b126f1.jpg,ATRW_10,c8ffe9a587b126f1,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000130_9b8619251a19057c.jpg,test,images/ATRW/atrw_reid_test/test/000130_9b8619251a19057c.jpg,ATRW_157,6148,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000130_9b8619251a19057c.jpg,ATRW_157,9b8619251a19057c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000162_82aa4b0af34c2313.jpg,test,images/ATRW/atrw_reid_test/test/000162_82aa4b0af34c2313.jpg,ATRW_49,5611,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000162_82aa4b0af34c2313.jpg,ATRW_49,82aa4b0af34c2313,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000164_fa7cdfad1a5aaf83.jpg,test,images/ATRW/atrw_reid_test/test/000164_fa7cdfad1a5aaf83.jpg,ATRW_219,8161,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000164_fa7cdfad1a5aaf83.jpg,ATRW_219,fa7cdfad1a5aaf83,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000301_34ed066df378efac.jpg,test,images/ATRW/atrw_reid_test/test/000301_34ed066df378efac.jpg,ATRW_162,4011,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000301_34ed066df378efac.jpg,ATRW_162,34ed066df378efac,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000304_37bc2f75bf1bcfe8.jpg,test,images/ATRW/atrw_reid_test/test/000304_37bc2f75bf1bcfe8.jpg,ATRW_270,4069,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000304_37bc2f75bf1bcfe8.jpg,ATRW_270,37bc2f75bf1bcfe8,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000308_a8c88a0055f636e4.jpg,test,images/ATRW/atrw_reid_test/test/000308_a8c88a0055f636e4.jpg,ATRW_157,6443,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000308_a8c88a0055f636e4.jpg,ATRW_157,a8c88a0055f636e4,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000309_eddea82ad2755b24.jpg,test,images/ATRW/atrw_reid_test/test/000309_eddea82ad2755b24.jpg,ATRW_270,7877,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000309_eddea82ad2755b24.jpg,ATRW_270,eddea82ad2755b24,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000315_ad13a2a07ca4b764.jpg,test,images/ATRW/atrw_reid_test/test/000315_ad13a2a07ca4b764.jpg,ATRW_262,6538,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000315_ad13a2a07ca4b764.jpg,ATRW_262,ad13a2a07ca4b764,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000331_6da37dd3139aa4d9.jpg,test,images/ATRW/atrw_reid_test/test/000331_6da37dd3139aa4d9.jpg,ATRW_183,5155,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000331_6da37dd3139aa4d9.jpg,ATRW_183,6da37dd3139aa4d9,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000344_b3967a0e938dc2a6.jpg,test,images/ATRW/atrw_reid_test/test/000344_b3967a0e938dc2a6.jpg,ATRW_207,6674,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000344_b3967a0e938dc2a6.jpg,ATRW_207,b3967a0e938dc2a6,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000362_c3e878e27f52e2a5.jpg,test,images/ATRW/atrw_reid_test/test/000362_c3e878e27f52e2a5.jpg,ATRW_262,6961,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000362_c3e878e27f52e2a5.jpg,ATRW_262,c3e878e27f52e2a5,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000364_bac9162b47c56fc8.jpg,test,images/ATRW/atrw_reid_test/test/000364_bac9162b47c56fc8.jpg,ATRW_70,6812,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000364_bac9162b47c56fc8.jpg,ATRW_70,bac9162b47c56fc8,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000397_e46de7e1bcaaced9.jpg,test,images/ATRW/atrw_reid_test/test/000397_e46de7e1bcaaced9.jpg,ATRW_73,7669,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000397_e46de7e1bcaaced9.jpg,ATRW_73,e46de7e1bcaaced9,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000403_bbf94b34eb32268a.jpg,test,images/ATRW/atrw_reid_test/test/000403_bbf94b34eb32268a.jpg,ATRW_7,6825,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000403_bbf94b34eb32268a.jpg,ATRW_7,bbf94b34eb32268a,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000421_e0c641195b27425b.jpg,test,images/ATRW/atrw_reid_test/test/000421_e0c641195b27425b.jpg,ATRW_73,7596,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000421_e0c641195b27425b.jpg,ATRW_73,e0c641195b27425b,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000437_fccb60fb512d13df.jpg,test,images/ATRW/atrw_reid_test/test/000437_fccb60fb512d13df.jpg,ATRW_163,8211,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000437_fccb60fb512d13df.jpg,ATRW_163,fccb60fb512d13df,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000446_1a5b1e4daae265b7.jpg,test,images/ATRW/atrw_reid_test/test/000446_1a5b1e4daae265b7.jpg,ATRW_270,3427,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000446_1a5b1e4daae265b7.jpg,ATRW_270,1a5b1e4daae265b7,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000464_f1b6f2857fb6d44d.jpg,test,images/ATRW/atrw_reid_test/test/000464_f1b6f2857fb6d44d.jpg,ATRW_156,7968,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000464_f1b6f2857fb6d44d.jpg,ATRW_156,f1b6f2857fb6d44d,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000478_cfee398643cbc3dc.jpg,test,images/ATRW/atrw_reid_test/test/000478_cfee398643cbc3dc.jpg,ATRW_262,7218,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000478_cfee398643cbc3dc.jpg,ATRW_262,cfee398643cbc3dc,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000493_2f55707d4193dc27.jpg,test,images/ATRW/atrw_reid_test/test/000493_2f55707d4193dc27.jpg,ATRW_270,3889,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000493_2f55707d4193dc27.jpg,ATRW_270,2f55707d4193dc27,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000496_b534ba68236ba543.jpg,test,images/ATRW/atrw_reid_test/test/000496_b534ba68236ba543.jpg,ATRW_262,6705,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000496_b534ba68236ba543.jpg,ATRW_262,b534ba68236ba543,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000527_13f320e7b5ead102.jpg,test,images/ATRW/atrw_reid_test/test/000527_13f320e7b5ead102.jpg,ATRW_262,3288,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000527_13f320e7b5ead102.jpg,ATRW_262,13f320e7b5ead102,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000547_c75b6f114c23a4d7.jpg,test,images/ATRW/atrw_reid_test/test/000547_c75b6f114c23a4d7.jpg,ATRW_262,7034,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000547_c75b6f114c23a4d7.jpg,ATRW_262,c75b6f114c23a4d7,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000591_3493894fa4ea036c.jpg,test,images/ATRW/atrw_reid_test/test/000591_3493894fa4ea036c.jpg,ATRW_162,4008,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000591_3493894fa4ea036c.jpg,ATRW_162,3493894fa4ea036c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000594_076a0c97d09cf1a0.jpg,test,images/ATRW/atrw_reid_test/test/000594_076a0c97d09cf1a0.jpg,ATRW_270,3012,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000594_076a0c97d09cf1a0.jpg,ATRW_270,076a0c97d09cf1a0,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000610_00ac8ed3b4327bdd.jpg,test,images/ATRW/atrw_reid_test/test/000610_00ac8ed3b4327bdd.jpg,ATRW_147,2876,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000610_00ac8ed3b4327bdd.jpg,ATRW_147,00ac8ed3b4327bdd,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000635_6a10bbd480e4c557.jpg,test,images/ATRW/atrw_reid_test/test/000635_6a10bbd480e4c557.jpg,ATRW_73,5086,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000635_6a10bbd480e4c557.jpg,ATRW_73,6a10bbd480e4c557,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000642_291597a100aadd81.jpg,test,images/ATRW/atrw_reid_test/test/000642_291597a100aadd81.jpg,ATRW_166,3740,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000642_291597a100aadd81.jpg,ATRW_166,291597a100aadd81,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_reid_test/test/000675_8fecb20817b38474.jpg,test,images/ATRW/atrw_reid_test/test/000675_8fecb20817b38474.jpg,ATRW_118,5902,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_reid_test/test/000675_8fecb20817b38474.jpg,ATRW_118,8fecb20817b38474,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
